,SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE,SCH_TYPE_TEXT,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,address,block,city,coordinates,county_fips,geocoded_address,id,is_exact,is_match,latitude,longitude,returned_address,side,state,state_fips,tiger_line,tract,zipcode
972,2017-2018,42,PENNSYLVANIA,PA,Bellevue El Sch,Northgate SD,1,,PA-103026873,4217770,PA-103026873-6977,421777006977,4206977,435 Lincoln Ave,,,Pittsburgh,PA,15202,3629.0,435 Lincoln Ave,,,Pittsburgh,PA,15202,3629.0,(412)732-3300,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported,435 Lincoln Ave,3010,Pittsburgh,"-80.05377,40.494682",003,"435 Lincoln Ave, Pittsburgh, PA, 15202",972,Exact,Match,40.494682,-80.05377,"435 LINCOLN AVE, PITTSBURGH, PA, 15202",L,PA,42,51620827,431500,15202
973,2017-2018,42,PENNSYLVANIA,PA,Northwest Area Intermediate Sch,Northwest Area SD,1,,PA-118406003,4217790,PA-118406003-2955,421779002955,4202955,21 Sunset Lake Rd,,,Shickshinny,PA,18655,,21 Sunset Lake Rd,,,Shickshinny,PA,18655,,(570)256-3649,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,04,06,Elementary,As reported,21 Sunset Lake Rd,2013,Shickshinny,"-76.11291,41.222027",079,"21 Sunset Lake Rd, Shickshinny, PA, 18655",973,Exact,Match,41.222027,-76.11291,"21 SUNSET LAKE RD, SHICKSHINNY, PA, 18655",L,PA,42,80904424,215701,18655
974,2017-2018,42,PENNSYLVANIA,PA,Northwest Area Primary Sch,Northwest Area SD,1,,PA-118406003,4217790,PA-118406003-2956,421779002956,4202956,417 Shickshinny Lake Rd,,,Shickshinny,PA,18655,,417 Shickshinny Lake Rd,,,Shickshinny,PA,18655,,(570)864-3461,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,PK,03,Elementary,As reported,417 Shickshinny Lake Rd,,Shickshinny,,,"417 Shickshinny Lake Rd, Shickshinny, PA, 18655",974,,No_Match,,,,,PA,,,,18655
975,2017-2018,42,PENNSYLVANIA,PA,Weisenberg El Sch,Northwestern Lehigh SD,1,,PA-121394603,4217850,PA-121394603-2819,421785002819,4202819,2665 Golden Key Rd,,,Kutztown,PA,19530,8562.0,2665 Golden Key Rd,,,Kutztown,PA,19530,8562.0,(610)298-8661,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,2665 Golden Key Rd,2032,Kutztown,"-75.71067,40.590405",077,"2665 Golden Key Rd, Kutztown, PA, 19530",975,Exact,Match,40.590405,-75.71067,"2665 GOLDEN KEY RD, KUTZTOWN, PA, 19530",R,PA,42,635612011,005402,19530
976,2017-2018,42,PENNSYLVANIA,PA,Northwestern Lehigh El Sch,Northwestern Lehigh SD,1,,PA-121394603,4217850,PA-121394603-6449,421785006449,4206449,6493 Route 309,,,New Tripoli,PA,18066,2038.0,6493 Route 309,,,New Tripoli,PA,18066,2038.0,(610)298-8661,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,6493 Route 309,3034,New Tripoli,"-75.72492,40.68006",077,"6493 Route 309, New Tripoli, PA, 18066",976,Non_Exact,Match,40.68006,-75.72492,"6493 STATE RTE 309, NEW TRIPOLI, PA, 18066",R,PA,42,80751737,005301,18066
977,2017-2018,42,PENNSYLVANIA,PA,Springfield El Sch,Northwestern  SD,1,,PA-105258503,4217880,PA-105258503-2070,421788002070,4202070,11911 Bond St PO Box 248,PO Box 248,,East Springfield,PA,16411,248.0,11911 Bond St,,,East Springfield,PA,16411,,(814)756-9400,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,11911 Bond St,,East Springfield,,,"11911 Bond St, East Springfield, PA, 16411",977,,No_Match,,,,,PA,,,,16411
978,2017-2018,42,PENNSYLVANIA,PA,Northwestern El Sch,Northwestern  SD,1,,PA-105258503,4217880,PA-105258503-5144,421788005144,4205144,10450 John Williams Avenue,,,Albion,PA,16401,2002.0,10450 John Williams Avenue,,,Albion,PA,16401,2002.0,(814)756-9400,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,10450 John Williams Avenue,1079,Albion,"-80.35145,41.891594",049,"10450 John Williams Avenue, Albion, PA, 16401",978,Exact,Match,41.891594,-80.35145,"10450 JOHN WILLIAMS AVE, ALBION, PA, 16401",L,PA,42,117487662,010103,16401
979,2017-2018,42,PENNSYLVANIA,PA,Sunset Valley El Sch,Norwin SD,1,,PA-107656502,4217940,PA-107656502-7716,421794000644,4200644,11605 Dickens Drive,,,North Huntingdon,PA,15642,,11605 Dickens Drive,,,North Huntingdon,PA,15642,,(724)861-3035,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,11605 Dickens Drive,,North Huntingdon,,,"11605 Dickens Drive, North Huntingdon, PA, 15642",979,,No_Match,,,,,PA,,,,15642
980,2017-2018,42,PENNSYLVANIA,PA,Sheridan Terrace El Sch,Norwin SD,1,,PA-107656502,4217940,PA-107656502-7757,421794000704,4200704,1219 Morris Avenue,,,North Huntingdon,PA,15642,,1219 Morris Avenue,,,North Huntingdon,PA,15642,,(724)861-3025,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,1219 Morris Avenue,2039,North Huntingdon,"-79.70359,40.337513",129,"1219 Morris Avenue, North Huntingdon, PA, 15642",980,Non_Exact,Match,40.337513,-79.70359,"1219 MORRIS ST, N HUNTINGDON, PA, 15642",R,PA,42,613034210,803100,15642
981,2017-2018,42,PENNSYLVANIA,PA,Stewartsville El Sch,Norwin SD,1,,PA-107656502,4217940,PA-107656502-5270,421794005270,4205270,101 Carpenter Ln,,,North Huntingdon,PA,15642,1209.0,101 Carpenter Ln,,,North Huntingdon,PA,15642,1209.0,(724)861-3030,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,101 Carpenter Ln,2000,North Huntingdon,"-79.7651,40.34541",129,"101 Carpenter Ln, North Huntingdon, PA, 15642",981,Exact,Match,40.34541,-79.7651,"101 CARPENTER LN, N HUNTINGDON, PA, 15642",L,PA,42,52990185,803301,15642
982,2017-2018,42,PENNSYLVANIA,PA,Hahntown El Sch,Norwin SD,1,,PA-107656502,4217940,PA-107656502-8101,421794007307,4207307,791 Entry Rd,,,North Huntingdon,PA,15642,,791 Entry Rd,,,North Huntingdon,PA,15642,,(724)861-3020,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,791 Entry Rd,,North Huntingdon,,,"791 Entry Rd, North Huntingdon, PA, 15642",982,,No_Match,,,,,PA,,,,15642
983,2017-2018,42,PENNSYLVANIA,PA,Octorara Primary LC,Octorara Area SD,1,,PA-124156503,4218030,PA-124156503-7656,421803000543,4200543,87 Highland Rd,,,Atglen,PA,19310,1644.0,87 Highland Rd,,,Atglen,PA,19310,1644.0,(610)593-8350,http://www.octorara.k12.pa.us/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,02,Elementary,As reported,87 Highland Rd,1055,Atglen,"-75.94038,39.931553",029,"87 Highland Rd, Atglen, PA, 19310",983,Exact,Match,39.931553,-75.94038,"87 HIGHLAND RD, ATGLEN, PA, 19310",L,PA,42,179531952,307200,19310
984,2017-2018,42,PENNSYLVANIA,PA,Octorara El Sch,Octorara Area SD,1,,PA-124156503,4218030,PA-124156503-1413,421803001413,4201413,104 Highland Rd,,,Atglen,PA,19310,1643.0,104 Highland Rd,,,Atglen,PA,19310,1643.0,(610)593-8238,http://www.octorara.k12.pa.us/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,03,04,Elementary,As reported,104 Highland Rd,1056,Atglen,"-75.939865,39.93175",029,"104 Highland Rd, Atglen, PA, 19310",984,Exact,Match,39.93175,-75.939865,"104 HIGHLAND RD, ATGLEN, PA, 19310",R,PA,42,179531952,307200,19310
985,2017-2018,42,PENNSYLVANIA,PA,Hasson Heights Sch,Oil City Area SD,1,,PA-106616203,4218090,PA-106616203-4115,421809004115,4204115,833 Grandview Rd,,,Oil City,PA,16301,2077.0,833 Grandview Rd,,,Oil City,PA,16301,2077.0,(814)677-8021,http://www.ocasd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,833 Grandview Rd,2019,Oil City,"-79.68566,41.44242",121,"833 Grandview Rd, Oil City, PA, 16301",985,Exact,Match,41.44242,-79.68566,"833 GRANDVIEW RD, OIL CITY, PA, 16301",R,PA,42,70742236,201100,16301
986,2017-2018,42,PENNSYLVANIA,PA,Smedley Street Sch,Oil City Area SD,1,,PA-106616203,4218090,PA-106616203-4116,421809004116,4204116,310 Smedley St,,,Oil City,PA,16301,3116.0,310 Smedley St,,,Oil City,PA,16301,3116.0,(814)676-2294,http://www.ocasd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,01,Elementary,As reported,310 Smedley St,2014,Oil City,"-79.72099,41.422638",121,"310 Smedley St, Oil City, PA, 16301",986,Exact,Match,41.422638,-79.72099,"310 SMEDLEY ST, OIL CITY, PA, 16301",L,PA,42,70742160,200800,16301
987,2017-2018,42,PENNSYLVANIA,PA,Seventh Street Sch,Oil City Area SD,1,,PA-106616203,4218090,PA-106616203-8235,421809007455,4207455,102 W 7th St,,,Oil City,PA,16301,2877.0,102 W 7th St,,,Oil City,PA,16301,2877.0,(814)677-3029,http://www.ocasd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,02,04,Elementary,As reported,102 W 7th St,2024,Oil City,"-79.712234,41.42191",121,"102 W 7th St, Oil City, PA, 16301",987,Exact,Match,41.42191,-79.712234,"102 W 7TH ST, OIL CITY, PA, 16301",L,PA,42,70740625,200800,16301
988,2017-2018,42,PENNSYLVANIA,PA,Old Forge El Sch,Old Forge SD,1,,PA-119356603,4218120,PA-119356603-2448,421812002448,4202448,401 Melmore St,,,Old Forge,PA,18518,1647.0,401 Melmore St,,,Old Forge,PA,18518,1647.0,(570)457-8391,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,401 Melmore St,3004,Old Forge,"-75.743614,41.37191",069,"401 Melmore St, Old Forge, PA, 18518",988,Exact,Match,41.37191,-75.743614,"401 MELMORE ST, OLD FORGE, PA, 18518",L,PA,42,139320410,112600,18518
989,2017-2018,42,PENNSYLVANIA,PA,Oley Valley El Sch,Oley Valley SD,1,,PA-114066503,4218150,PA-114066503-7378,421815000099,4200099,3257 Friedensburg Rd,,,Oley,PA,19547,8715.0,3257 Friedensburg Rd,,,Oley,PA,19547,8715.0,(610)987-4100,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,3257 Friedensburg Rd,4082,Oley,"-75.79904,40.382816",011,"3257 Friedensburg Rd, Oley, PA, 19547",989,Exact,Match,40.382816,-75.79904,"3257 FRIEDENSBURG RD, OLEY, PA, 19547",L,PA,42,641993610,012900,19547
990,2017-2018,42,PENNSYLVANIA,PA,Oswayo Valley El Sch,Oswayo Valley SD,1,,PA-109537504,4218210,PA-109537504-3876,421821007190,4207190,277 S. Oswayo Street,,,Shinglehouse,PA,16748,610.0,277 S. Oswayo Street,,,Shinglehouse,PA,16748,610.0,(814)260-1702,http://www.oswayovalley.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,277 S. Oswayo Street,2016,Shinglehouse,"-78.19282,41.959225",105,"277 S. Oswayo Street, Shinglehouse, PA, 16748",990,Exact,Match,41.959225,-78.19282,"277 S OSWAYO ST, SHINGLEHOUSE, PA, 16748",R,PA,42,126362099,950200,16748
991,2017-2018,42,PENNSYLVANIA,PA,Otto-Eldred El Sch,Otto-Eldred SD,1,,PA-109426003,4218240,PA-109426003-3106,421824003106,4203106,5 Bennett Street,PO Box 309,,Eldred,PA,16731,,5 Bennett Street,,,Eldred,PA,16731,,(814)817-1380,http://www.ottoeldred.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported,5 Bennett Street,4034,Eldred,"-78.38279,41.95552",083,"5 Bennett Street, Eldred, PA, 16731",991,Exact,Match,41.95552,-78.38279,"5 BENNETT ST, ELDRED, PA, 16731",L,PA,42,122642092,420600,16731
992,2017-2018,42,PENNSYLVANIA,PA,French Creek El Sch,Owen J Roberts SD,1,,PA-124156603,4218270,PA-124156603-7197,421827000628,4200628,3590 Coventryville Rd,,,Pottstown,PA,19465,8540.0,3590 Coventryville Rd,,,Pottstown,PA,19465,8540.0,(610)469-5104,http://www.ojrsd.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,3590 Coventryville Rd,1002,Pottstown,"-75.692116,40.16128",029,"3590 Coventryville Rd, Pottstown, PA, 19465",992,Exact,Match,40.16128,-75.692116,"3590 COVENTRYVILLE RD, POTTSTOWN, PA, 19465",L,PA,42,179532954,301700,19465
993,2017-2018,42,PENNSYLVANIA,PA,North Coventry El Sch,Owen J Roberts SD,1,,PA-124156603,4218270,PA-124156603-6487,421827006487,4206487,475 Kemp Road,,,Pottstown,PA,19465,7646.0,475 Kemp Road,,,Pottstown,PA,19465,7646.0,(610)469-5105,http://www.ojrsd.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,475 Kemp Road,2012,Pottstown,"-75.65252,40.2186",029,"475 Kemp Road, Pottstown, PA, 19465",993,Exact,Match,40.2186,-75.65252,"475 KEMP RD, POTTSTOWN, PA, 19465",L,PA,42,179474017,301402,19465
994,2017-2018,42,PENNSYLVANIA,PA,West Vincent El Sch,Owen J Roberts SD,1,,PA-124156603,4218270,PA-124156603-7994,421827006812,4206812,2750 Conestoga Road,,,Chester Springs,PA,19425,,2750 Conestoga Road,,,Chester Springs,PA,19425,,(610)469-5108,http://www.ojrsd.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,2750 Conestoga Road,,Chester Springs,,,"2750 Conestoga Road, Chester Springs, PA, 19425",994,,No_Match,,,,,PA,,,,19425
995,2017-2018,42,PENNSYLVANIA,PA,East Vincent El Sch,Owen J Roberts SD,1,,PA-124156603,4218270,PA-124156603-7198,421827007294,4207294,340 Ridge Rd,,,Spring City,PA,19475,2802.0,340 Ridge Rd,,,Spring City,PA,19475,2802.0,(610)469-5106,http://www.ojrsd.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,340 Ridge Rd,1012,Spring City,"-75.60183,40.167244",029,"340 Ridge Rd, Spring City, PA, 19475",995,Exact,Match,40.167244,-75.60183,"340 RIDGE RD, SPRING CITY, PA, 19475",R,PA,42,179474848,311000,19475
996,2017-2018,42,PENNSYLVANIA,PA,East Coventry El Sch,Owen J Roberts SD,1,,PA-124156603,4218270,PA-124156603-7304,421827010011,4210011,932 Sanatoga Rd,,,Pottstown,PA,19465,8162.0,932 Sanatoga Rd,,,Pottstown,PA,19465,8162.0,(610)469-5103,http://www.ojrsd.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,932 Sanatoga Rd,3019,Pottstown,"-75.60468,40.20871",029,"932 Sanatoga Rd, Pottstown, PA, 19465",996,Exact,Match,40.20871,-75.60468,"932 SANATOGA RD, POTTSTOWN, PA, 19465",L,PA,42,179544535,301300,19465
997,2017-2018,42,PENNSYLVANIA,PA,Nottingham Sch,Oxford Area SD,1,,PA-124156703,4218300,PA-124156703-6623,421830006623,4206623,736 Garfield St,,,Oxford,PA,19363,1815.0,736 Garfield St,,,Oxford,PA,19363,1815.0,(610)932-6632,http://www.oxfordasd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,03,04,Elementary,As reported,736 Garfield St,1034,Oxford,"-75.96953,39.78009",029,"736 Garfield St, Oxford, PA, 19363",997,Exact,Match,39.78009,-75.96953,"736 GARFIELD ST, OXFORD, PA, 19363",R,PA,42,642921377,308000,19363
998,2017-2018,42,PENNSYLVANIA,PA,Jordan Bank Sch,Oxford Area SD,1,,PA-124156703,4218300,PA-124156703-6624,421830006624,4206624,536 Hodgson St,,,Oxford,PA,19363,1802.0,536 Hodgson St,,,Oxford,PA,19363,1802.0,(610)932-6625,http://www.oxfordasd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,KG,Elementary,As reported,536 Hodgson St,1038,Oxford,"-75.97192,39.781372",029,"536 Hodgson St, Oxford, PA, 19363",998,Exact,Match,39.781372,-75.97192,"536 HODGSON ST, OXFORD, PA, 19363",L,PA,42,179482819,308000,19363
999,2017-2018,42,PENNSYLVANIA,PA,Elk Ridge School,Oxford Area SD,1,,PA-124156703,4218300,PA-124156703-8063,421830007333,4207333,200 Wickersham Rd,,,Oxford,PA,19363,,200 Wickersham Rd,,,Oxford,PA,19363,,(610)932-6670,http://www.oxfordasd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,01,02,Elementary,As reported,200 Wickersham Rd,1028,Oxford,"-75.96422,39.775505",029,"200 Wickersham Rd, Oxford, PA, 19363",999,Exact,Match,39.775505,-75.96422,"200 WICKERSHAM RD, OXFORD, PA, 19363",L,PA,42,179554856,308101,19363
1000,2017-2018,42,PENNSYLVANIA,PA,Springfield El Sch,Palisades SD,1,,PA-122098003,4218330,PA-122098003-1091,421833001091,4201091,1950 Route 212,,,Quakertown,PA,18951,3327.0,1950 Route 212,,,Quakertown,PA,18951,3327.0,(610)847-5131,http://www.palisadessd.org/Domain/447,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,1950 Route 212,1081,Quakertown,"-75.29298,40.521786",017,"1950 Route 212, Quakertown, PA, 18951",1000,Non_Exact,Match,40.521786,-75.29298,"1950 STATE RTE 212, QUAKERTOWN, PA, 18951",L,PA,42,134755734,103400,18951
1001,2017-2018,42,PENNSYLVANIA,PA,Tinicum El Sch,Palisades SD,1,,PA-122098003,4218330,PA-122098003-6456,421833006456,4206456,162 E Dark Hollow Rd,,,Pipersville,PA,18947,9531.0,162 E Dark Hollow Rd,,,Pipersville,PA,18947,9531.0,(610)847-5131,http://palisadessd.org/Domain/387,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,162 E Dark Hollow Rd,,Pipersville,,,"162 E Dark Hollow Rd, Pipersville, PA, 18947",1001,,Tie,,,,,PA,,,,18947
1002,2017-2018,42,PENNSYLVANIA,PA,Durham-Nockamixon El Sch,Palisades SD,1,,PA-122098003,4218330,PA-122098003-7063,421833007221,4207221,41 Thomas Free Dr,,,Kintnersville,PA,18930,9657.0,41 Thomas Free Dr,,,Kintnersville,PA,18930,9657.0,(610)847-5131,http://www.palisadessd.org/Domain/330,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,41 Thomas Free Dr,,Kintnersville,,,"41 Thomas Free Dr, Kintnersville, PA, 18930",1002,,No_Match,,,,,PA,,,,18930
1003,2017-2018,42,PENNSYLVANIA,PA,Towamensing El Sch,Palmerton Area SD,1,,PA-121136503,4218360,PA-121136503-1319,421836001319,4201319,7920 Interchange Rd,,,Lehighton,PA,18235,9998.0,7920 Interchange Rd,,,Lehighton,PA,18235,9998.0,(610)681-4024,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,7920 Interchange Rd,,Lehighton,,,"7920 Interchange Rd, Lehighton, PA, 18235",1003,,No_Match,,,,,PA,,,,18235
1004,2017-2018,42,PENNSYLVANIA,PA,Parkside Education Center,Palmerton Area SD,1,,PA-121136503,4218360,PA-121136503-7993,421836006856,4206856,680 Fourth Street,,,Palmerton,PA,18071,,680 Fourth Street,,,Palmerton,PA,18071,,(610)826-4914,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,01,Elementary,As reported,680 Fourth Street,,Palmerton,,,"680 Fourth Street, Palmerton, PA, 18071",1004,,No_Match,,,,,PA,,,,18071
1005,2017-2018,42,PENNSYLVANIA,PA,S S Palmer El Sch,Palmerton Area SD,1,,PA-121136503,4218360,PA-121136503-7172,421836007222,4207222,298 Lafayette Ave,,,Palmerton,PA,18071,1594.0,298 Lafayette Ave,,,Palmerton,PA,18071,1594.0,(610)826-7538,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,02,06,Elementary,As reported,298 Lafayette Ave,2021,Palmerton,"-75.611946,40.803482",025,"298 Lafayette Ave, Palmerton, PA, 18071",1005,Exact,Match,40.803482,-75.611946,"298 LAFAYETTE AVE, PALMERTON, PA, 18071",R,PA,42,636374371,020900,18071
1006,2017-2018,42,PENNSYLVANIA,PA,Forge Road El Sch,Palmyra Area SD,1,,PA-113385303,4218390,PA-113385303-2761,421839002761,4202761,400 S Forge Rd,,,Palmyra,PA,17078,3311.0,400 S Forge Rd,,,Palmyra,PA,17078,3311.0,(717)838-1331,http://www.pasd.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,01,05,Elementary,As reported,400 S Forge Rd,,Palmyra,,,"400 S Forge Rd, Palmyra, PA, 17078",1006,,Tie,,,,,PA,,,,17078
1007,2017-2018,42,PENNSYLVANIA,PA,Pine Street El Sch,Palmyra Area SD,1,,PA-113385303,4218390,PA-113385303-2764,421839002764,4202764,50 W Pine St,,,Palmyra,PA,17078,2349.0,50 W Pine St,,,Palmyra,PA,17078,2349.0,(717)838-1331,http://www.pasd.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,01,05,Elementary,As reported,50 W Pine St,,Palmyra,,,"50 W Pine St, Palmyra, PA, 17078",1007,,Tie,,,,,PA,,,,17078
1008,2017-2018,42,PENNSYLVANIA,PA,Northside El Sch,Palmyra Area SD,1,,PA-113385303,4218390,PA-113385303-8162,421839007374,4207374,301 E Spruce St,,,Palmyra,PA,17078,1421.0,301 E Spruce St,,,Palmyra,PA,17078,1421.0,(717)838-1331,http://www.pasd.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,01,05,Elementary,As reported,301 E Spruce St,2002,Palmyra,"-76.59667,40.315376",075,"301 E Spruce St, Palmyra, PA, 17078",1008,Exact,Match,40.315376,-76.59667,"301 E SPRUCE ST, PALMYRA, PA, 17078",L,PA,42,639694541,003901,17078
1009,2017-2018,42,PENNSYLVANIA,PA,Lingle Avenue El Sch,Palmyra Area SD,1,,PA-113385303,4218390,PA-113385303-8157,421839007376,4207376,600 S Lingle Ave,,,Palmyra,PA,17078,,600 S Lingle Ave,,,Palmyra,PA,17078,,(717)838-1331,http://www.pasd.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,600 S Lingle Ave,1032,Palmyra,"-76.59918,40.289513",075,"600 S Lingle Ave, Palmyra, PA, 17078",1009,Exact,Match,40.289513,-76.59918,"600 LINGLE AVE, PALMYRA, PA, 17078",R,PA,42,80687449,003800,17078
